PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, KAGA
Station name, KangiaNorthGrenL
Begin Date, 2006-05-24
End Date, 2020-06-24
Release Date, 2020-06-25
Source file, KAGA.cwu.nam14.pos
Offset from source file, -11.21 mm North, -29.68 mm East, 139.96 mm Vertical
Reference position, 69.2223010990 North Latitude, -49.8146285775 East Longitude, 149.91394 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-11-03,-18.53, 24.68, 0.56, 40.17, 46.87, 104.29, repro,
2006-11-04,12.74, -5.47, -16.26, 64.49, 64.7, 123.44, repro,
2006-11-05,2.65, -37.32, -13.36, 97.85, 127.23, 156.85, repro,
2006-11-06,-0.83, 19.90, -75.84, 39.25, 54.51, 111.12, repro,
2006-11-07,-1.21, 34.58, -55.02, 36.75, 55.94, 104.36, repro,
2006-11-08,4.45, 7.68, -58.52, 36.34, 60.72, 105.41, repro,
2006-11-09,-10.94, -8.50, 54.77, 34.24, 56.26, 94.56, repro,
2006-11-10,13.19, -26.04, -68.24, 59.42, 95.88, 168.67, repro,
2006-11-11,9.12, -9.75, -48.95, 65.73, 89.2, 175.02, repro,
2006-11-12,-15.75, -22.93, -0.23, 53.46, 71.02, 181.27, repro,
2006-11-13,-23.03, -5.40, -5.94, 34.95, 51.14, 92.66, repro,
2006-11-14,-6.91, 8.70, 11.04, 35.8, 58.37, 103.05, repro,
2006-11-15,-29.51, -32.02, 9.00, 49.47, 54.11, 134.57, repro,
2006-11-16,-4.62, -1.50, 23.55, 43.34, 58.65, 123.25, repro,
2006-11-17,-93.10, 58.84, 102.92, 140.67, 136.42, 223.4, repro,
2006-11-18,-10.47, 15.24, 68.11, 38.72, 55.67, 98.95, repro,
2006-11-19,26.99, -19.88, 56.04, 84.37, 97.66, 145.81, repro,
2006-11-20,11.74, -9.27, 32.50, 39.94, 55.37, 87.68, repro,
2006-11-21,9.49, 0.64, 30.39, 43.19, 57.17, 92.87, repro,
2006-11-22,-17.66, 37.11, 6.47, 40.51, 62.18, 101.99, repro,
2006-11-23,-8.69, 52.83, -22.43, 42.63, 92.77, 126.33, repro,
2006-11-24,17.36, -42.08, 44.42, 69.56, 135.54, 489.64, repro,
2006-11-25,-65.53, -188.13, 0.07, 120.6, 235.63, 184.25, repro,
