  1998.2917;    34; 0;000
  1998.3750;-99999;00;000
  1998.4583;    14; 0;000
  1998.5417;   129; 0;000
  1998.6250;   185; 0;000
  1998.7083;   174; 0;000
  1998.7917;   238; 0;000
  1998.8750;   226; 0;000
  1998.9583;   314; 0;000
  1999.0417;   167; 0;000
  1999.1250;    60; 0;000
  1999.2083;   -56; 0;000
  1999.2917;-99999;00;000
  1999.3750;   -14; 0;000
  1999.4583;    90; 0;000
  1999.5417;   134; 0;000
  1999.6250;   242; 0;000
  1999.7083;    93; 0;000
  1999.7917;   187; 0;000
  1999.8750;   211; 0;000
  1999.9583;   240; 0;000
  2000.0417;   167; 0;000
  2000.1250;   170; 0;000
  2000.2083;    -2; 0;000
  2000.2917;    89; 0;000
  2000.3750;    33; 0;000
  2000.4583;    78; 0;000
  2000.5417;    76; 0;000
  2000.6250;   152; 0;000
  2000.7083;   288; 0;000
  2000.7917;   254; 0;000
  2000.8750;   167; 0;000
  2000.9583;   281; 0;000
  2001.0417;   214; 0;000
  2001.1250;    90; 0;000
  2001.2083;     0; 0;000
  2001.2917;    39; 0;000
  2001.3750;    17; 0;000
  2001.4583;    62; 0;000
  2001.5417;-99999;00;000
  2001.6250;-99999;00;000
  2001.7083;-99999;00;000
  2001.7917;-99999;00;000
  2001.8750;-99999;00;000
  2001.9583;-99999;00;000
  2002.0417;-99999;00;000
  2002.1250;-99999;00;000
  2002.2083;    40; 6;000
  2002.2917;    17;12;000
